"DBID"	"LabID"	"OthLabID"	"OthDateCode"	"Problems"	"CRA"	"Error"	"DC13"	"OthMeasures"	"DateMethod"	"Material"	"Species"	"SiteName"	"SiteContext"	"CulturalPeriod"	"SitePhase"	"SiteType"	"AdminRegion"	"Country"	"Longitude"	"Latitude"	"Comments"	"Source"
502	"DEM-14"				3497	45	"-20.26"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"MB-4. Trench Χ14d, (4), Sκο 8"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:30/7/1982"	"Maniatis2014"
503	"DEM-140"				39414	3914	"-25"			"charcoal"	""	"Theopetra Cave. Kalambaka"	"Z8-Z9. Layer II2, d:4.80"	"Middle Palaeolithic"		"cave"	"Thessaly"	"GR"	"21.676962"	"39.680503"	"Sample Date:8/1990;charcoal from hearth;ABA pretreatment"	"Facorellis1996;Facorellis2013;FacorellisManiatis1999;Facorellisetal2001;Facorellisetal2013"
504	"DEM-141"		"EUROEVOL-Sample: 4977"		5485	102	"-25"			"charcoal"	""	"Theopetra Cave. Kalambaka"	"I7-I8. Z11, Northwestern region, Heap of cemented sediment"	"Late Neolithic"		"cave"	"Thessaly"	"GR"	"21.676962"	"39.680503"	"Sample Date:28/8/1990"	"Facorellis1996;Facorellis2013;Facorellisetal2001;Karkanas2001;Manningetal2015;Weninger2017"
505	"DEM-1417"				3065	30	"-25"			"charcoal"	""	"Aggelochori. Imathia"	"Δ2. Τrench ΑΚ, Unit 34006, 2002, d:17.13"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"Desctruction layer of phase IIA;big storage vessel area"	"Maniatis2010"
506	"DEM-1418"				3171	30	"-25"			"charcoal"	""	"Aggelochori. Imathia"	"Δ2. Τrench G, Unit 03033, 2002, d:13.10"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"Lower layers of terrace"	"Maniatis2010"
507	"DEM-1419"				3182	30	"-25"			"charcoal"	""	"Aggelochori. Imathia"	"Δ4. Τrench G, Unit 03034, 2002, d:12,78"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"Lower layers of terrace"	"Maniatis2010"
508	"DEM-142"		"EUROEVOL-Sample: 4944"		9721	390	"-25"			"charcoal"	""	"Theopetra Cave. Kalambaka"	"I10. Eastern region, d:1.17"	"Upper Palaeolithic-Mesolithic"		"cave"	"Thessaly"	"GR"	"21.676962"	"39.680503"	"Sample Date:24/8/1990;charcoal from hearth;Perlès 2001 reports different depth 0.88"	"BramiZanotti2015;Facorellis1996;Facorellis2013;Facorellisetal2001;Kyparissi-Apostolika1999;Manningetal2015;Perlès2001;ReingruberThissen2005;Weninger2017"
509	"DEM-1420"				3059	30	"-25"			"charcoal"	""	"Aggelochori. Imathia"	"Δ7. Τrench Ζ, Unit 07031, 2002, d:15.59"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"Sandy layer"	"Maniatis2010"
510	"DEM-1424"				3140	30	"-25"			"charcoal"	""	"Aggelochori. Imathia"	"Δ17. Τrench Ζ, Unit 07041, 2002, d:14.29"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"From a pit"	"Maniatis2010"
511	"DEM-1425"				3082	30	"-25"			"charcoal"	""	"Aggelochori. Imathia"	"Δ21. Τrench Ζ, Unit 07045, 2002, d:13.66"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"From a pit"	"Maniatis2010"
512	"DEM-1426"				3145	30	"-25"			"charcoal"	""	"Aggelochori. Imathia"	"Δ30. Τrench Ζ, Unit 07055, 2002, d:12.30"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"From a pit"	"Maniatis2010"
513	"DEM-1428"				7752	40				""	""	"Lefkopetra"		"Early Neolithic"		"open-air site"	"Central Macedonia"	"GR"	"22.175805"	"40.41971"		"Maniatis2014;Maniatisetal2011"
514	"DEM-143"		"RADON-sample: 10534"		5738	39	"-25"			"charcoal"	""	"Skotini cave. Euboea"	"Trench C. Layer 24, Square 5-6, d:3.20"	"Late Neolithic"		"cave"	"Central Greece"	"GR"	"23.982842"	"38.501575"	"Sample Date:8/1990;Floor surface with hearth;reported as DEM-173-143 by Hinz et al 2012. Weninger 2017 and Reingruber and Thissen 2016"	"Facorellis1996;Facorellis2013;Hinzetal2012;ReingruberThissen2016;Sampson1993;Sampsonetal1999;ShennanSteele2001;Weninger2017"
515	"DEM-1434"				6962	25				""	""	"Imvrou Pigadi. Phthiotis"	"Sector 1"	""		"settlement"	"Central Greece"	"GR"	"22.275611"	"39.244916"	"Kyparissi-Apostolika pers. comm. 28.01.2017"	"ReingruberThissen2016"
516	"DEM-1435"				6923	36				""	""	"Imvrou Pigadi. Phthiotis"	"Sector 1"	""		"settlement"	"Central Greece"	"GR"	"22.275611"	"39.244916"	"Kyparissi-Apostolika pers. comm. 28.01.2017"	"ReingruberThissen2016"
517	"DEM-144"		"RADON-sample: 10537"		5935	69	"-25"			"charcoal"	""	"Skotini cave. Euboea"	"Trench C. Layer 14, Square 2, d:2.15"	"Late Neolithic"		"cave"	"Central Greece"	"GR"	"23.982842"	"38.501575"	"Sample Date:8/1990;Dark sediment with angular stones and hearths; Conventional processing method;reported as DEM-174-144 by Hinz et al 2012. Weninger 2017 and Reingruber and Thissen 2016"	"Facorellis1996;Facorellis2013;Hinzetal2012;ReingruberThissen2016;Sampson1993;Sampsonetal1999;ShennanSteele2001;Weninger2017"
518	"DEM-1443"				3045	46			"GPC/LSC"	"charcoal"	""	"Thessaloniki Toumba"	"SID:29/02. Phase 5, area A5"	"Late Bronze Age"	"Phase 5"	"settlement"	"Central Macedonia"	"GR"	"22.976037"	"40.614113"	"Phase 4D in Andreou 2009"	"Andreou2009;ThessalonikiToumbaExcavation"
519	"DEM-1444"				3408	25			"GPC/LSC"	"charcoal"	""	"Thessaloniki Toumba"	"SID:37/02. Phase 7, area M"	"Late Bronze Age"	"Phase 7"	"settlement"	"Central Macedonia"	"GR"	"22.976037"	"40.614113"		"Andreou2009;ThessalonikiToumbaExcavation"
520	"DEM-1445"				3282	25			"GPC/LSC"	"charcoal"	""	"Thessaloniki Toumba"	"SID:38/02. Phase 7, area Μ"	"Late Bronze Age"	"Phase 7"	"settlement"	"Central Macedonia"	"GR"	"22.976037"	"40.614113"		"Andreou2009;ThessalonikiToumbaExcavation"
521	"DEM-1446"				2992	25			"GPC/LSC"	"charcoal"	""	"Thessaloniki Toumba"	"SID:51/02. Phase 6a, area H1"	"Late Bronze Age"	"Phase 6a"	"settlement"	"Central Macedonia"	"GR"	"22.976037"	"40.614113"		"Andreou2009;ThessalonikiToumbaExcavation"
522	"DEM-145"		"RADON-sample: 10538"		5961	40	"-25"			"charcoal"	""	"Skotini cave. Euboea"	"Trench A. Layer 16, Square 1-2, d:2.15"	"Late Neolithic"		"cave"	"Central Greece"	"GR"	"23.982842"	"38.501575"	"Sample Date:8/1988;Hearth deposit in reddish occupation layer;reported as DEM-175-145 by Hinz et al 2012. Weninger 2017 and Reingruber and Thissen 2016"	"Facorellis1996;Facorellis2013;Hinzetal2012;ReingruberThissen2016;Sampson1993;Sampsonetal1999;ShennanSteele2001;Weninger2017"
523	"DEM-1455"				3508	25	"-24.5"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 53. M22/53AN023, d:5.27"	"Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal as above"	"Maniatis2012"
524	"DEM-1456"				3456	25	"-23.58"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 53. M18/53AN018, d:5"	"Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal inside debris in abolished LC building;Sample from mixture soil. ceramics and charcoal (seen in section diagram)"	"Maniatis2012"
525	"DEM-1457"				3436	25	"-24.71"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 53. M15/53AN017, d:17.15"	"Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal as above"	"Maniatis2012"
526	"DEM-1458"				3375	25	"-24.66"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 66. M33/66P070, d:17.3"	"Middle Cycladic (late)/Late Cycladic I (early)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from an accumulated destruction-debris layer inside a Late MC building (M11/35N028 and M9/35N026);On top there is LCI building"	"Maniatis2012"
527	"DEM-146"			"ResEffect"	2266	100	"-25"			"shell"	""	"Inachos. Argolid"	"I4"	""		""	"Peloponnese"	"GR"	"22.738306"	"37.66162"		"Facorellis1996"
528	"DEM-1467R"			"Repeated"	1304	25	"-15.97"			"bone"	"Homo sapiens"	"Aggelochori. Imathia"	"Β. Unit 02003, d:1.01"	"Byzantine"		"settlement"	"Central Macedonia"	"GR"	"22.214118"	"40.676471"	"Woman burial;repeated"	"Maniatis2010"
529	"DEM-1470"			"ResEffect"	9522	50	"1.11"			"seashell"	""	"Maroulas. Kythnos"	"Trench 2. Layer 2, Rectangle 2, d:0.20-0.25"	""		"settlement"	"South Aegean"	"GR"	"24.43559"	"37.450616"	"Sample Date:2002"	"NCSRDemokritos"
530	"DEM-1479"				4686	60	"-25.82"			"charcoal"	""	"Paliambela Roditis. Aliakmon"		""		"settlement"	"Western Macedonia"	"GR"	"21.941064"	"40.266851"		"Maniatis2014"
531	"DEM-148"				879	243	"-25"			"charcoal;mortar"	""	"Acropolis. Athens"	"ΥΔΡ-1"	""		"temple"	"Attica"	"GR"	"23.729422"	"37.96777"		"Facorellis1996"
532	"DEM-149"				1245	331	"-25"			"charcoal;mortar"	""	"Acropolis. Athens"	"ΥΔΡ-2"	""		"temple"	"Attica"	"GR"	"23.729422"	"37.96777"		"Facorellis1996"
533	"DEM-15"				3469	45	"-20.26"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"MB-5. Trench Χ14d, (2a1), Sκο 18"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:3/8/1982"	"Maniatis2014"
534	"DEM-150"				458	118	"-25"			"wood"	""	"Thebes"	"ΙΔΕ24"	""		"settlement"	"Central Greece"	"GR"	"23.320536"	"38.325322"		"Facorellis1996"
535	"DEM-151"				503	83	"-25"			"wood"	""	"Thebes"	"ΙΔd/IV"	""		"settlement"	"Central Greece"	"GR"	"23.320536"	"38.325322"		"Facorellis1996"
536	"DEM-1519"				4459	25	"-25"			"charcoal"	""	"Sidirokastro-Katarraktes"	"SΙD:AN-10. Trench IΖ20, Layer 3, posthole 4, alt:96.03"	"Early Bronze Age I"		"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"	"Sample Date:19/11/2004"	"ArvanitiManiatis2018;Maniatis2014;Maniatisetal2014;MyteletsisSyros2010"
537	"DEM-152"				313	93	"-25"			"wood"	""	"Panagia Pantanassa. Monastiraki, Athens"	"0.38"	""		"temple"	"Attica"	"GR"	"23.729492"	"37.97388"		"Facorellis1996"
538	"DEM-1520"				4471	25	"-25"			"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-2. Trench IA8, Layer 4a, posthole 6, alt:96.74"	"Early Bronze Age I"		"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"	"Sample Date:11/11/2004"	"ArvanitiManiatis2018;Maniatis2014;Maniatisetal2014;MyteletsisSyros2010"
539	"DEM-1521"				4447	25	"-25"			"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-11. Trench IA7, Layer 3, posthole 4, alt:96.85"	"Early Bronze Age I"		"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"	"Sample Date:19/11/2004"	"ArvanitiManiatis2018;Maniatis2014;Maniatisetal2014;MyteletsisSyros2010"
540	"DEM-1526"				5912	25	"-24.4"			"charcoal"	""	"Agiasma cave A. Loutraki, Aridaia"	"LAC-J9. d:0.79"	""		"cave"	"Central Macedonia"	"GR"	"21.914866"	"40.974024"		"Kambouroglouetal2007;Kambouroglouetal2008"
541	"DEM-1527"				5252	65	"-25"			"charcoal"	""	"Agiasma cave A. Loutraki, Aridaia"	"LAC-gours. d:0.30"	""		"cave"	"Central Macedonia"	"GR"	"21.914866"	"40.974024"		"NCSRDemokritos"
542	"DEM-1528"				3462	25	"-24.81"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 53. M7/53N010, d:18.013"	"Middle Cycladic (late)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from between two horizons: EC (lower) and LC (Xeste-3) (higher);The MC horizon does not exist;Sample a bit older than LC?"	"Maniatis2012"
543	"DEM-1529"				3281	25	"-24.79"			"charcoal"	""	"Akrotiri. Thera"	"M44A/26V. d:+18.96"	"Late Cycladic I (advanced)?"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charred wood inside destruction layer with pumice;Volcanic destruction"	"Maniatis2012"
544	"DEM-1530"				4618	25	"-24.97"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 51. M51/9 West Ext., d:+17.19"	"Early Cycladic?"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal inside dark brown soil layer in evidence of burning"	"Maniatis2012"
545	"DEM-1531"				3441	25	"-23.78"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 35. M11/35N028, d:+18.24"	"Middle Cycladic (late)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from the lowest layer of a floor substrate"	"Maniatis2012"
546	"DEM-1553"				3576	30	"-20.4"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 5. E2, Unit 173, d:10.39-10.46"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:17/8/1999"	"Maniatis2014"
547	"DEM-1555"				3542	30	"-20.21"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 6. EΠ, Unit 57, d:10.51"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:24/9/1990"	"Maniatis2014"
548	"DEM-1556"				3548	30	"-20.28"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 4. E2, Unit 163, d:10.60-10.71"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:12/8/1999"	"Maniatis2014"
549	"DEM-1561"				3506	30	"-20.47"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 7. Λ15, Unit 104, d:9.70-9.84"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:28/7/2003"	"Maniatis2014"
550	"DEM-1563"				3527	30	"-19.94"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 9. Λ15, Unit 133, d:9.70-9.77"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:4/8/2003"	"Maniatis2014"
551	"DEM-1564"				3421	30	"-21.75"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 2. E2, Unit 139, d:10.51-10.59"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:9/8/1999"	"Maniatis2014"
552	"DEM-1565"				3510	30	"-20"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 10. Λ15, Unit 255, d:9.71-9.83"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:2/8/2004"	"Maniatis2014"
553	"DEM-1566"				3417	30	"-21.68"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 8. Λ15, Unit 124, d:9.74-9.80"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:31/7/2003"	"Maniatis2014"
554	"DEM-158"				6913	40	"-25"			"charcoal"	""	"Platia Magoula Zarkou"	"90/7. d:8.52"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.098716"	"39.589603"	"Conventional processing method"	"BramiZanotti2015;Facorellis1996;ReingruberThissen2005"
555	"DEM-159"				6932	39	"-25"			"charcoal"	""	"Platia Magoula Zarkou"	"90/8. d:8.50"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.098716"	"39.589603"	"Conventional processing method"	"BramiZanotti2015;Facorellis1996;ReingruberThissen2005"
556	"DEM-16"				3421	45	"-20.26"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"MB-7. Trench Χ14d, (1), Sκο 5"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:13/7/1983"	"Maniatis2014"
557	"DEM-160"				6963	43	"-25"			"charcoal"	""	"Platia Magoula Zarkou"	"90/14. d:8.66"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.098716"	"39.589603"	"Conventional processing method"	"BramiZanotti2015;Facorellis1996;ReingruberThissen2005"
558	"DEM-1601"				3539	30	"-20.23"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"Δρd 3. Λ15, Unit 38"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:1/7/1988"	"Maniatis2014"
559	"DEM-1607"				3228	30	"-24.38"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 43. M26/43N047, d:+18.23"	"Late Cycladic I (advanced)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from building element (Xeste-4);Latest Phase before the destruction;Volcanic destruction"	"Maniatis2012"
560	"DEM-1608"				3929	25	"-22.64"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 35. M23/35N065, d:+14.47"	"Early Cycladic II/III"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from chamber carved inside the pyroclastic rock;Clear EC II. associated to Kastri group"	"Maniatis2012"
561	"DEM-1609"				3433	25	"-24.3"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 53A. M12/53AN016, d:18.63"	"Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal as above"	"Maniatis2012"
562	"DEM-161"				6946	51	"-25"			"charcoal"	""	"Platia Magoula Zarkou"	"90/14. d:8.97"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.098716"	"39.589603"	"Conventional processing method"	"BramiZanotti2015;Facorellis1996;ReingruberThissen2005"
563	"DEM-1610"				3420	25	"-24.07"			"wood"	""	"Akrotiri. Thera"	"Shaft 53A. I3/53AN015, d:+18.63"	"Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Wood as above"	"Maniatis2012"
564	"DEM-1612"			"ResEffect"	3802	30	"1.55"			"seashell"	""	"Mikro Vouni. Samothrace"	"Δρd 3. Trench Λ15, Unit 38"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:1/7/1988"	"NCSRDemokritos"
565	"DEM-1615"				3389	25	"-23.46"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 53A. M2/53AN003, d:+19.61"	"Late Cycladic I (advanced)?"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from building element in open earthquake-victim settlement;Inside destruction layer with fine pumice (seen in section diagram);Volcanic destruction"	"Maniatis2012"
566	"DEM-1620"			"ResEffect"	3800	30	"1.15"			"seashell"	""	"Mikro Vouni. Samothrace"	"Δρd 8. Trench Λ15, Unit 124, d:9.74-9.80"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:31/7/2003"	"NCSRDemokritos"
567	"DEM-1623"				3499	25	"-24.54"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 35. M9/35N026, d:+18.55"	"Middle Cycladic (late)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from the middle layer of the same as M11/35N028 floor substrate"	"Maniatis2012"
568	"DEM-1624"				3360	25	"-23.5"			"wood"	""	"Akrotiri. Thera"	"Shaft 1B. I4/1BN005, inside fine pumice"	"Late Cycladic I (advanced)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Wood from a flat wooden board inside an open kitchen of the earthquake-victim settlers;Inside layer of fine pumice. Volcanic destruction"	"Maniatis2012"
569	"DEM-163"				7083	44	"-25"			"charcoal"	""	"Platia Magoula Zarkou"	"90/22Α"	"Neolithic"		"settlement"	"Thessaly"	"GR"	"22.098716"	"39.589603"	"Conventional processing method"	"Facorellis1996"
570	"DEM-164"			"Environmental"	11390	483	"-25"			"sediment"	""	"Eliki. Achaia"	"Core B1/1. d:8.15-8.20"	""		"landscape"	"Western Greece"	"GR"	"22.138483"	"38.212914"		"Facorellis1996"
571	"DEM-1646"				3508	25	"-26.25"			"wood"	""	"Akrotiri. Thera"	"Shaft 61. I1/61N001 W.S., d:15.75"	"Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Wood from wooden beam of Xesti-4;Outdoor area. sample below eruption pumice layer"	"Maniatis2012"
572	"DEM-1647"				3840	25	"-23.3"			"charcoal"	""	"Akrotiri. Thera"	"Shaft 54A. M20/54A020, d:+17.613-16.443"	"Middle Cycladic (late)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Charcoal from debris inside cavity carved in the natural rock;Beginning of a chamber"	"Maniatis2012"
573	"DEM-165"			"Environmental"	8857	54	"-25"			"sediment"	""	"Eliki. Achaia"	"Core B1. d:25.96"	""		"landscape"	"Western Greece"	"GR"	"22.138483"	"38.212914"	"brown clay"	"Facorellis1996;Maniatisetal1995"
574	"DEM-1652"				2803	30			"GPC/LSC"	"charcoal"	""	"Thessaloniki Toumba"	"SID:17/02. Phase 4C, area A10"	"Late Bronze Age"	"Phase 4C"	"settlement"	"Central Macedonia"	"GR"	"22.976037"	"40.614113"		"Andreou2009;ThessalonikiToumbaExcavation"
575	"DEM-1653"				3126	30			"GPC/LSC"	"charcoal"	""	"Thessaloniki Toumba"	"SID:39/02. Phase 6b, area Μ"	"Late Bronze Age"	"Phase 6b"	"settlement"	"Central Macedonia"	"GR"	"22.976037"	"40.614113"		"Andreou2009;ThessalonikiToumbaExcavation"
576	"DEM-1654"				6187	25	"-24.97"			"charcoal"	""	"Agiasma cave A. Loutraki, Aridaia"	"LAC-W8. d:0.12-0.23"	""		"cave"	"Central Macedonia"	"GR"	"21.914866"	"40.974024"		"Kambouroglouetal2008"
577	"DEM-166"			"Environmental"	8047	50	"-25"			"sediment"	""	"Eliki. Achaia"	"Core B2. d:22.49"	""		"landscape"	"Western Greece"	"GR"	"22.138483"	"38.212914"	"sandy silt. clay;same as HD-16202, different treatment"	"Facorellis1996;Maniatisetal1995"
578	"DEM-167"			"Environmental"	5823	27	"-25"			"sediment"	""	"Eliki. Achaia"	"Core B5. d:12.00"	""		"landscape"	"Western Greece"	"GR"	"22.138483"	"38.212914"	"dark clay;same as HD-16353;different treatment"	"Facorellis1996;Maniatisetal1995"
579	"DEM-1679"				7288	30				""	""	"Fyllotsairi. Mavropigi"		"Early Neolithic"		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"BramiZanotti2015;Karamitrou-Mentessidietal2013;Weninger2017"
580	"DEM-168"			"Provenance"	147	28	"-25"			"wood"	""	"Undefined site"	"No 1"	""		""	""	"GR"				"Facorellis1996"
581	"DEM-1680"				7660	30				"charcoal"	""	"Fyllotsairi. Mavropigi"	"SID:21. Trench 801, Square XV, Layer 3, Pit A, Unit 7 (inside pit), d:1.50"	"Early Neolithic"		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"BramiZanotti2015;Karamitrou-Mentesidi2014;Karamitrou-Mentessidietal2013;Maniatis2014;Maniatisetal2011;Weninger2017"
582	"DEM-1685"				7758	60				"charcoal"	""	"Fyllotsairi. Mavropigi"	"SID:28. Trench 119, Square IV, Layer 3, Pit 2, Unit 4, d:0.75"	"Early Neolithic"		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"BramiZanotti2015;Karamitrou-Mentesidi2014;Karamitrou-Mentessidietal2013;Maniatis2014;Maniatisetal2011;Weninger2017"
583	"DEM-1686"				1588	30				"carbonate"	""	"Filippi"	"limestone layer on hypocaust floor"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.286119"	"41.015122"	"415-540 AD"	"Gounaris2006;NCSRDemokritos"
584	"DEM-169"			"Provenance"	259	34	"-25"			"wood"	""	"Undefined site"	"No 2"	""		""	""	"GR"				"Facorellis1996"
585	"DEM-1692"				7392	30				""	""	"Orfeas cave. Alistrati"		"Early Neolithic"		"cave"	"Central Macedonia"	"GR"	"24.006114"	"41.023839"		"Maniatis2014;Maniatisetal2011"
586	"DEM-17"				3526	45	"-20.26"			"bone"	"Animalia"	"Mikro Vouni. Samothrace"	"MB-17. Trench Χ14d, (12), Sκο 55"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.485437"	"40.446709"	"Sample Date:21/7/1983"	"Maniatis2014"
587	"DEM-170"				6320	197	"-25"			"charcoal"	""	"Naxos"	"GΚ-Β2. d:1.44"	""		""	"South Aegean"	"GR"	"25.497084"	"37.031262"		"Facorellis1996"
588	"DEM-1701"				9978	100	"-24"			"charcoal"	""	"Anonymous Cave of Schisto. Keratsini"	"SID:J7. Trench 1 Α/Β, Layer 4, Pass11, d:2.37 (deepest excavation layer)"	"Upper Palaeolithic (end)-Mesolithic (start)"		"cave"	"Attica"	"GR"	"23.600368"	"37.98811"	"Sample Date:2006"	"Facorellis2013;MavridisKormazopoulou2009;Mavridisetal2013"
589	"DEM-1704"				3088	30			"GPC/LSC"	"charcoal"	""	"Thessaloniki Toumba"	"SID:21/02. Phase 4C-4A, area A10"	"Late Bronze Age"	"Phase 4C-4A"	"settlement"	"Central Macedonia"	"GR"	"22.976037"	"40.614113"		"Andreou2009;ThessalonikiToumbaExcavation"
590	"DEM-1715"				7216	30				""	""	"Fyllotsairi. Mavropigi"		"Early Neolithic"		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"BramiZanotti2015;Karamitrou-Mentessidietal2013;Weninger2017"
